ID	Cluster_ID
CHEMBL64165	22
CHEMBL130116	1
CHEMBL44	53
CHEMBL136102	65
CHEMBL336264	42
CHEMBL104153	75
CHEMBL53156	74
CHEMBL95774	7
CHEMBL130893	1
CHEMBL129907	1
CHEMBL131653	1
CHEMBL268868	50
CHEMBL7352	50
CHEMBL7775	50
CHEMBL8222	39
CHEMBL60200	62
CHEMBL61119	62
CHEMBL64231	22
CHEMBL335440	74
CHEMBL50647	75
CHEMBL320705	75
CHEMBL51228	42
CHEMBL130117	1
CHEMBL129930	1
CHEMBL48172	75
CHEMBL113863	75
CHEMBL553	21
CHEMBL62699	22
CHEMBL92086	65
CHEMBL109631	75
CHEMBL52015	74
CHEMBL53796	74
CHEMBL51853	74
CHEMBL294205	22
CHEMBL293913	62
CHEMBL133283	1
CHEMBL7914	50
CHEMBL7929	50
CHEMBL334801	65
CHEMBL111618	75
CHEMBL325589	75
CHEMBL99024	0
CHEMBL59812	22
CHEMBL130337	1
CHEMBL434828	65
CHEMBL49596	75
CHEMBL50519	74
CHEMBL63455	62
CHEMBL293250	62
CHEMBL62701	22
CHEMBL51659	65
CHEMBL135142	65
CHEMBL343722	65
CHEMBL448154	75
CHEMBL303127	62
CHEMBL50470	75
CHEMBL104244	75
CHEMBL53777	74
CHEMBL293889	62
CHEMBL61278	62
CHEMBL267869	50
CHEMBL140561	65
CHEMBL345077	65
CHEMBL107472	75
CHEMBL326041	75
CHEMBL111247	75
CHEMBL139044	65
CHEMBL139095	42
CHEMBL113070	75
CHEMBL104779	75
CHEMBL64781	22
CHEMBL319620	1
CHEMBL266255	72
CHEMBL134371	65
CHEMBL301612	75
CHEMBL50344	74
CHEMBL293251	62
CHEMBL294341	62
CHEMBL60472	22
CHEMBL131407	1
CHEMBL342828	65
CHEMBL299194	75
CHEMBL323699	75
CHEMBL54067	42
CHEMBL291359	22
CHEMBL335074	1
CHEMBL109296	75
CHEMBL111339	75
CHEMBL52197	74
CHEMBL109525	75
CHEMBL7939	50
CHEMBL8163	50
CHEMBL8095	50
CHEMBL268441	50
CHEMBL345109	65
CHEMBL607707	7
CHEMBL293986	22
CHEMBL8223	50
CHEMBL8036	50
CHEMBL332269	75
CHEMBL300217	74
CHEMBL53753	74
CHEMBL300936	65
CHEMBL428690	50
CHEMBL14932	42
CHEMBL48085	72
CHEMBL38199	42
CHEMBL29197	74
CHEMBL287007	74
CHEMBL37346	74
CHEMBL39563	74
CHEMBL15346	42
CHEMBL15202	41
CHEMBL554	42
CHEMBL36819	74
CHEMBL40130	42
CHEMBL35820	74
CHEMBL14627	42
CHEMBL290096	74
CHEMBL289787	74
CHEMBL45564	72
CHEMBL37099	74
CHEMBL460731	17
CHEMBL50	53
CHEMBL37543	74
CHEMBL287289	74
CHEMBL514436	42
CHEMBL39320	74
CHEMBL289162	74
CHEMBL14952	42
CHEMBL37373	74
CHEMBL39715	74
CHEMBL289213	74
CHEMBL273789	42
CHEMBL517907	42
CHEMBL460732	42
CHEMBL540701	41
CHEMBL287832	74
CHEMBL39337	74
CHEMBL40734	74
CHEMBL39811	74
CHEMBL36727	74
CHEMBL39355	26
CHEMBL493428	42
CHEMBL44227	72
CHEMBL289959	70
CHEMBL47966	43
CHEMBL14874	42
CHEMBL416611	74
CHEMBL36967	74
CHEMBL36164	74
CHEMBL133498	50
CHEMBL334881	50
CHEMBL1242973	1
CHEMBL280074	42
CHEMBL338448	47
CHEMBL131715	47
CHEMBL435809	47
CHEMBL57323	61
CHEMBL57347	61
CHEMBL75188	61
CHEMBL131020	47
CHEMBL131590	47
CHEMBL160846	42
CHEMBL26001	52
CHEMBL444337	47
CHEMBL422347	42
CHEMBL131426	47
CHEMBL160303	42
CHEMBL338935	47
CHEMBL269620	42
CHEMBL335012	47
CHEMBL76599	61
CHEMBL299026	61
CHEMBL132348	47
CHEMBL132169	47
CHEMBL335648	47
CHEMBL299763	61
CHEMBL155761	42
CHEMBL45827	61
CHEMBL335718	47
CHEMBL130163	47
CHEMBL335932	47
CHEMBL336192	47
CHEMBL157084	42
CHEMBL388978	47
CHEMBL129946	47
CHEMBL337027	47
CHEMBL338449	47
CHEMBL130049	47
CHEMBL56236	61
CHEMBL335931	47
CHEMBL132170	47
CHEMBL337026	47
CHEMBL340611	47
CHEMBL56543	2
CHEMBL131456	47
CHEMBL338944	47
CHEMBL57366	61
CHEMBL337297	47
CHEMBL338049	47
CHEMBL432738	61
CHEMBL131193	47
CHEMBL337035	47
CHEMBL415233	47
CHEMBL338155	47
CHEMBL301483	61
CHEMBL130208	47
CHEMBL304668	27
CHEMBL55993	2
CHEMBL66925	27
CHEMBL55360	2
CHEMBL56731	2
CHEMBL333454	10
CHEMBL122522	10
CHEMBL56219	2
CHEMBL118205	10
CHEMBL2448064	9
CHEMBL308879	27
CHEMBL417740	27
CHEMBL70130	27
CHEMBL66107	27
CHEMBL25579	9
CHEMBL24026	9
CHEMBL66705	27
CHEMBL116595	10
CHEMBL324030	10
CHEMBL307093	72
CHEMBL417941	2
CHEMBL326100	10
CHEMBL304336	27
CHEMBL68185	27
CHEMBL56542	2
CHEMBL293749	2
CHEMBL143212	10
CHEMBL135861	30
CHEMBL66100	27
CHEMBL303704	27
CHEMBL66787	27
CHEMBL440298	2
CHEMBL428534	9
CHEMBL326318	10
CHEMBL1161234	10
CHEMBL69378	72
CHEMBL306234	28
CHEMBL281872	9
CHEMBL281990	9
CHEMBL422758	9
CHEMBL25450	70
CHEMBL1907763	9
CHEMBL24137	9
CHEMBL263666	22
CHEMBL67219	27
CHEMBL67170	27
CHEMBL116423	10
CHEMBL24828	9
CHEMBL308210	27
CHEMBL430605	28
CHEMBL308466	27
CHEMBL67059	70
CHEMBL66785	27
CHEMBL303184	27
CHEMBL303037	27
CHEMBL56319	2
CHEMBL53898	2
CHEMBL66786	70
CHEMBL56393	2
CHEMBL1161236	10
CHEMBL143805	2
CHEMBL1744349	9
CHEMBL24979	9
CHEMBL2448065	9
CHEMBL302745	27
CHEMBL70149	70
CHEMBL63356	72
CHEMBL65850	70
CHEMBL1907764	9
CHEMBL66071	70
CHEMBL67991	27
CHEMBL303391	27
CHEMBL118321	10
CHEMBL115895	10
CHEMBL283088	9
CHEMBL2448067	9
CHEMBL56879	2
CHEMBL331026	10
CHEMBL1202477	9
CHEMBL416191	9
CHEMBL66618	27
CHEMBL67027	18
CHEMBL140213	10
CHEMBL533849	9
CHEMBL1907944	9
CHEMBL336409	30
CHEMBL303872	72
CHEMBL302491	27
CHEMBL304333	72
CHEMBL66924	27
CHEMBL342929	22
CHEMBL135577	30
CHEMBL419248	27
CHEMBL66932	70
CHEMBL115519	10
CHEMBL119156	10
CHEMBL119987	10
CHEMBL54471	2
CHEMBL1744347	9
CHEMBL334915	22
CHEMBL66063	27
CHEMBL69820	27
CHEMBL55979	2
CHEMBL25610	9
CHEMBL137422	22
CHEMBL66643	27
CHEMBL66981	27
CHEMBL141238	2
CHEMBL336174	30
CHEMBL67424	27
CHEMBL68401	27
CHEMBL26641	9
CHEMBL334439	22
CHEMBL66612	27
CHEMBL66502	27
CHEMBL66101	27
CHEMBL66329	27
CHEMBL67702	27
CHEMBL304310	72
CHEMBL59145	2
CHEMBL118109	10
CHEMBL343875	10
CHEMBL334973	22
CHEMBL66008	52
CHEMBL279459	70
CHEMBL135241	30
CHEMBL65858	70
CHEMBL55994	2
CHEMBL334032	10
CHEMBL1202473	9
CHEMBL25425	9
CHEMBL67436	27
CHEMBL55204	2
CHEMBL286160	9
CHEMBL2448066	9
CHEMBL302545	28
CHEMBL57251	2
CHEMBL309116	72
CHEMBL63575	70
CHEMBL56132	2
CHEMBL120564	10
CHEMBL1202478	9
CHEMBL66718	72
CHEMBL432428	10
CHEMBL141175	10
CHEMBL69585	27
CHEMBL336410	30
CHEMBL419280	22
CHEMBL113996	7
CHEMBL80001	22
CHEMBL325156	7
CHEMBL126384	42
CHEMBL129509	42
CHEMBL83390	22
CHEMBL84512	22
CHEMBL314029	22
CHEMBL420400	30
CHEMBL114593	40
CHEMBL126137	74
CHEMBL128987	42
CHEMBL435993	42
CHEMBL340898	42
CHEMBL338215	26
CHEMBL309765	22
CHEMBL309716	30
CHEMBL311811	22
CHEMBL116857	40
CHEMBL340484	42
CHEMBL127058	42
CHEMBL128467	42
CHEMBL326280	40
CHEMBL117326	7
CHEMBL340700	74
CHEMBL338114	42
CHEMBL312402	30
CHEMBL341319	65
CHEMBL340508	74
CHEMBL115440	40
CHEMBL84513	30
CHEMBL83559	5
CHEMBL79531	30
CHEMBL127041	42
CHEMBL79808	30
CHEMBL116012	7
CHEMBL126791	42
CHEMBL54400	74
CHEMBL128468	26
CHEMBL341522	42
CHEMBL83837	22
CHEMBL111038	40
CHEMBL339416	42
CHEMBL30973	40
CHEMBL113985	40
CHEMBL419650	30
CHEMBL327023	40
CHEMBL314416	22
CHEMBL311609	22
CHEMBL115187	40
CHEMBL92812	74
CHEMBL309276	5
CHEMBL283682	40
CHEMBL129825	26
CHEMBL420624	74
CHEMBL332497	7
CHEMBL421047	7
CHEMBL113901	7
CHEMBL281300	40
CHEMBL129579	26
CHEMBL126893	26
CHEMBL127082	74
CHEMBL309513	30
CHEMBL79970	30
CHEMBL81480	30
CHEMBL82214	22
CHEMBL128759	74
CHEMBL79621	30
CHEMBL84141	22
CHEMBL126372	65
CHEMBL157128	40
CHEMBL116853	40
CHEMBL114728	7
CHEMBL326811	40
CHEMBL53428	74
CHEMBL125568	65
CHEMBL129824	26
CHEMBL114073	7
CHEMBL128432	26
CHEMBL79704	30
CHEMBL116525	40
CHEMBL323630	7
CHEMBL312247	30
CHEMBL424252	7
CHEMBL324718	40
CHEMBL114490	7
CHEMBL113902	7
CHEMBL114392	0
CHEMBL94061	65
CHEMBL340399	42
CHEMBL52076	74
CHEMBL127611	74
CHEMBL82640	30
CHEMBL81664	30
CHEMBL113900	40
CHEMBL118000	7
CHEMBL126623	42
CHEMBL126903	74
CHEMBL84143	22
CHEMBL127086	26
CHEMBL83429	5
CHEMBL312001	30
CHEMBL263788	40
CHEMBL338175	26
CHEMBL83838	30
CHEMBL414631	40
CHEMBL355330	64
CHEMBL543457	30
CHEMBL170724	64
CHEMBL168550	64
CHEMBL153525	26
CHEMBL3085277	71
CHEMBL152905	74
CHEMBL100714	67
CHEMBL168555	64
CHEMBL168382	64
CHEMBL168285	64
CHEMBL352801	64
CHEMBL95692	36
CHEMBL357326	30
CHEMBL448730	74
CHEMBL544867	74
CHEMBL538814	74
CHEMBL431818	67
CHEMBL348003	74
CHEMBL542755	74
CHEMBL153206	74
CHEMBL346846	74
CHEMBL169467	64
CHEMBL168266	64
CHEMBL153739	74
CHEMBL354310	64
CHEMBL152984	74
CHEMBL555739	74
CHEMBL544640	74
CHEMBL150280	38
CHEMBL553351	74
CHEMBL150390	74
CHEMBL98248	74
CHEMBL98798	74
CHEMBL423224	74
CHEMBL347282	74
CHEMBL357097	70
CHEMBL346863	74
CHEMBL101581	74
CHEMBL169570	64
CHEMBL415738	42
CHEMBL153409	74
CHEMBL171256	64
CHEMBL329672	74
CHEMBL166765	64
CHEMBL553137	74
CHEMBL169390	64
CHEMBL153170	26
CHEMBL355982	74
CHEMBL345988	74
CHEMBL153518	74
CHEMBL544868	74
CHEMBL97162	36
CHEMBL345294	74
CHEMBL2093928	71
CHEMBL155278	74
CHEMBL149512	74
CHEMBL98137	67
CHEMBL170438	64
CHEMBL539822	74
CHEMBL540082	74
CHEMBL356850	74
CHEMBL357367	74
CHEMBL151593	74
CHEMBL153419	70
CHEMBL153573	74
CHEMBL357570	74
CHEMBL352954	64
CHEMBL554983	74
CHEMBL358934	74
CHEMBL355191	64
CHEMBL540590	74
CHEMBL544865	74
CHEMBL66031	74
CHEMBL555921	74
CHEMBL327300	67
CHEMBL171311	64
CHEMBL166766	64
CHEMBL155100	74
CHEMBL2094036	71
CHEMBL169780	64
CHEMBL355269	64
CHEMBL169200	64
CHEMBL168829	64
CHEMBL262276	64
CHEMBL303144	57
CHEMBL169920	64
CHEMBL408683	64
CHEMBL355891	64
CHEMBL168661	64
CHEMBL305178	57
CHEMBL355019	64
CHEMBL172514	64
CHEMBL354033	64
CHEMBL355322	64
CHEMBL169519	64
CHEMBL263528	64
CHEMBL274732	64
CHEMBL171545	64
CHEMBL169064	64
CHEMBL168921	64
CHEMBL169065	64
CHEMBL10	72
CHEMBL353823	64
CHEMBL168656	64
CHEMBL113185	57
CHEMBL543661	67
CHEMBL545541	70
CHEMBL541586	74
CHEMBL542237	76
CHEMBL327188	0
CHEMBL540068	74
CHEMBL544836	67
CHEMBL96633	0
CHEMBL93262	0
CHEMBL135853	74
CHEMBL544833	67
CHEMBL112346	57
CHEMBL555201	67
CHEMBL542484	33
CHEMBL92395	0
CHEMBL322066	57
CHEMBL96096	9
CHEMBL56983	61
CHEMBL543669	51
CHEMBL414139	0
CHEMBL545767	67
CHEMBL92729	0
CHEMBL135902	74
CHEMBL543904	67
CHEMBL555797	67
CHEMBL96081	0
CHEMBL555844	67
CHEMBL94846	0
CHEMBL92339	0
CHEMBL330351	0
CHEMBL132605	67
CHEMBL542729	67
CHEMBL330657	0
CHEMBL112263	57
CHEMBL318804	0
CHEMBL555321	74
CHEMBL542733	67
CHEMBL543429	67
CHEMBL329244	0
CHEMBL131577	16
CHEMBL435227	5
CHEMBL147761	5
CHEMBL450622	5
CHEMBL274654	5
CHEMBL48614	50
CHEMBL418203	50
CHEMBL357803	5
CHEMBL146697	5
CHEMBL146694	5
CHEMBL148514	5
CHEMBL443296	5
CHEMBL149243	5
CHEMBL149073	5
CHEMBL148984	5
CHEMBL347074	5
CHEMBL344319	5
CHEMBL356245	5
CHEMBL150151	5
CHEMBL358728	5
CHEMBL149201	5
CHEMBL148744	5
CHEMBL150177	5
CHEMBL147112	5
CHEMBL56505	25
CHEMBL56802	74
CHEMBL122534	74
CHEMBL332173	70
CHEMBL57990	25
CHEMBL331792	74
CHEMBL125983	74
CHEMBL333045	70
CHEMBL55794	25
CHEMBL122081	74
CHEMBL294395	25
CHEMBL323660	72
CHEMBL338625	74
CHEMBL419601	70
CHEMBL332879	74
CHEMBL339684	74
CHEMBL331307	70
CHEMBL121709	70
CHEMBL7699	72
CHEMBL114568	72
CHEMBL124673	74
CHEMBL124533	70
CHEMBL301018	25
CHEMBL112925	72
CHEMBL7917	74
CHEMBL281467	40
CHEMBL299672	25
CHEMBL1788321	25
CHEMBL125035	70
CHEMBL7827	34
CHEMBL7801	72
CHEMBL56936	25
CHEMBL60826	25
CHEMBL112421	72
CHEMBL114550	34
CHEMBL333115	74
CHEMBL125550	74
CHEMBL123322	74
CHEMBL440453	34
CHEMBL31876	7
CHEMBL125810	74
CHEMBL334173	74
CHEMBL121984	70
CHEMBL14699	25
CHEMBL125331	74
CHEMBL123676	70
CHEMBL56912	25
CHEMBL55425	25
CHEMBL125949	70
CHEMBL7810	34
CHEMBL31276	40
CHEMBL56027	25
CHEMBL294034	25
CHEMBL127763	70
CHEMBL7981	34
CHEMBL7866	34
CHEMBL31745	40
CHEMBL293090	25
CHEMBL56142	25
CHEMBL112422	72
CHEMBL287022	7
CHEMBL116051	53
CHEMBL333272	74
CHEMBL31437	7
CHEMBL293064	25
CHEMBL114578	72
CHEMBL128001	74
CHEMBL341053	74
CHEMBL31118	40
CHEMBL56502	25
CHEMBL432416	72
CHEMBL124618	48
CHEMBL126062	70
CHEMBL333041	70
CHEMBL125995	70
CHEMBL7819	34
CHEMBL115397	72
CHEMBL122168	74
CHEMBL340438	74
CHEMBL291514	25
CHEMBL338662	74
CHEMBL122132	48
CHEMBL441518	40
CHEMBL1744086	25
CHEMBL114814	53
CHEMBL115102	72
CHEMBL123523	74
CHEMBL124528	74
CHEMBL325949	53
CHEMBL126097	70
CHEMBL7339	34
CHEMBL57759	25
CHEMBL115601	72
CHEMBL115103	72
CHEMBL300791	25
CHEMBL57892	25
CHEMBL57758	25
CHEMBL56266	25
CHEMBL124617	74
CHEMBL300083	70
CHEMBL121708	70
CHEMBL296468	15
CHEMBL266995	34
CHEMBL299893	25
CHEMBL116353	36
CHEMBL126101	41
CHEMBL332846	70
CHEMBL124836	70
CHEMBL347668	30
CHEMBL541307	77
CHEMBL348146	30
CHEMBL538757	77
CHEMBL350882	30
CHEMBL422531	30
CHEMBL538507	77
CHEMBL154969	30
CHEMBL552859	77
CHEMBL414013	28
CHEMBL544074	77
CHEMBL154260	30
CHEMBL346716	30
CHEMBL545006	77
CHEMBL542891	77
CHEMBL544538	77
CHEMBL348116	30
CHEMBL80030	46
CHEMBL157952	30
CHEMBL156555	30
CHEMBL543361	77
CHEMBL155607	5
CHEMBL543600	46
CHEMBL155389	30
CHEMBL345203	30
CHEMBL78249	2
CHEMBL543362	77
CHEMBL544770	77
CHEMBL435831	30
CHEMBL542893	77
CHEMBL540292	77
CHEMBL154080	30
CHEMBL155293	30
CHEMBL544067	77
CHEMBL468975	77
CHEMBL158119	30
CHEMBL156797	30
CHEMBL542887	77
CHEMBL552634	46
CHEMBL154911	30
CHEMBL157304	30
CHEMBL157021	30
CHEMBL552860	77
CHEMBL310580	46
CHEMBL154822	30
CHEMBL6976	28
CHEMBL144791	2
CHEMBL279138	2
CHEMBL67535	2
CHEMBL144632	2
CHEMBL59150	56
CHEMBL144770	2
CHEMBL144159	2
CHEMBL144760	2
CHEMBL30432	67
CHEMBL87084	72
CHEMBL144589	2
CHEMBL424302	2
CHEMBL356324	2
CHEMBL358494	2
CHEMBL147880	2
CHEMBL144402	2
CHEMBL145266	2
CHEMBL352308	67
CHEMBL357400	2
CHEMBL358746	2
CHEMBL86664	72
CHEMBL144778	2
CHEMBL144908	2
CHEMBL342792	2
CHEMBL68423	70
CHEMBL144842	2
CHEMBL280069	27
CHEMBL143108	2
CHEMBL343887	2
CHEMBL357161	2
CHEMBL145209	2
CHEMBL76432	74
CHEMBL312818	74
CHEMBL311111	74
CHEMBL98934	76
CHEMBL80540	74
CHEMBL312753	74
CHEMBL80809	42
CHEMBL310740	42
CHEMBL308498	74
CHEMBL78018	74
CHEMBL327725	2
CHEMBL421326	42
CHEMBL79060	42
CHEMBL79206	74
CHEMBL76751	74
CHEMBL311109	74
CHEMBL47660	10
CHEMBL312482	74
CHEMBL79215	74
CHEMBL431977	74
CHEMBL81712	74
CHEMBL310853	74
CHEMBL80302	74
CHEMBL310827	74
CHEMBL81375	42
CHEMBL77342	42
CHEMBL442388	48
CHEMBL77782	74
CHEMBL78700	42
CHEMBL306732	67
CHEMBL418909	42
CHEMBL78685	74
CHEMBL77452	42
CHEMBL46946	43
CHEMBL442749	74
CHEMBL80164	42
CHEMBL80734	67
CHEMBL174634	64
CHEMBL429057	64
CHEMBL268731	5
CHEMBL176702	64
CHEMBL161956	65
CHEMBL367442	64
CHEMBL351629	65
CHEMBL165731	42
CHEMBL430155	32
CHEMBL13354	5
CHEMBL165228	76
CHEMBL176705	64
CHEMBL176470	64
CHEMBL13485	5
CHEMBL166255	42
CHEMBL165630	42
CHEMBL176309	64
CHEMBL165495	74
CHEMBL267293	5
CHEMBL163369	42
CHEMBL369014	64
CHEMBL13629	5
CHEMBL13608	5
CHEMBL166307	42
CHEMBL162223	42
CHEMBL172973	64
CHEMBL173453	64
CHEMBL162719	74
CHEMBL162821	74
CHEMBL105436	64
CHEMBL162053	65
CHEMBL165574	42
CHEMBL53940	41
CHEMBL165788	65
CHEMBL166093	42
CHEMBL349070	42
CHEMBL175409	64
CHEMBL22978	72
CHEMBL162142	42
CHEMBL165508	42
CHEMBL165547	65
CHEMBL165864	42
CHEMBL161895	42
CHEMBL433520	42
CHEMBL176815	64
CHEMBL424375	64
CHEMBL13976	5
CHEMBL366831	64
CHEMBL173478	64
CHEMBL355816	42
CHEMBL166154	74
CHEMBL163188	74
CHEMBL163168	42
CHEMBL275117	5
CHEMBL169757	64
CHEMBL162508	42
CHEMBL166358	42
CHEMBL162981	42
CHEMBL115220	56
CHEMBL535	5
CHEMBL162034	42
CHEMBL162622	42
CHEMBL119923	10
CHEMBL76958	46
CHEMBL419047	10
CHEMBL333553	10
CHEMBL309075	46
CHEMBL424625	10
CHEMBL74038	46
CHEMBL116547	10
CHEMBL477	54
CHEMBL449093	46
CHEMBL78280	46
CHEMBL78224	1
CHEMBL117055	10
CHEMBL326044	10
CHEMBL309016	1
CHEMBL77397	46
CHEMBL418906	46
CHEMBL78049	2
CHEMBL309392	46
CHEMBL505705	46
CHEMBL103055	31
CHEMBL330879	10
CHEMBL76929	46
CHEMBL311133	46
CHEMBL418907	46
CHEMBL77401	46
CHEMBL77100	46
CHEMBL307481	56
CHEMBL78206	46
CHEMBL453502	46
CHEMBL309073	46
CHEMBL120719	10
CHEMBL74432	46
CHEMBL77688	46
CHEMBL312451	46
CHEMBL286343	65
CHEMBL27685	55
CHEMBL31630	25
CHEMBL27688	65
CHEMBL31373	17
CHEMBL31816	55
CHEMBL417478	55
CHEMBL32844	65
CHEMBL31588	65
CHEMBL31656	55
CHEMBL31419	65
CHEMBL31326	65
CHEMBL31815	65
CHEMBL280757	17
CHEMBL28418	17
CHEMBL281543	55
CHEMBL284326	55
CHEMBL32079	55
CHEMBL31622	65
CHEMBL31570	55
CHEMBL283201	17
CHEMBL31369	17
CHEMBL160566	22
CHEMBL117696	70
CHEMBL85021	32
CHEMBL85403	32
CHEMBL329161	74
CHEMBL333082	74
CHEMBL53690	65
CHEMBL21162	14
CHEMBL158879	22
CHEMBL297968	65
CHEMBL126192	74
CHEMBL86755	32
CHEMBL86943	5
CHEMBL157807	22
CHEMBL326095	74
CHEMBL328216	74
CHEMBL93032	74
CHEMBL126483	74
CHEMBL87080	32
CHEMBL86945	32
CHEMBL345641	30
CHEMBL117711	70
CHEMBL117710	74
CHEMBL119033	26
CHEMBL116308	26
CHEMBL20426	14
CHEMBL345837	22
CHEMBL346770	22
CHEMBL116919	70
CHEMBL340660	74
CHEMBL124660	28
CHEMBL87208	32
CHEMBL418010	14
CHEMBL21079	14
CHEMBL347161	22
CHEMBL330882	70
CHEMBL119000	67
CHEMBL87402	48
CHEMBL326596	70
CHEMBL333418	26
CHEMBL86837	32
CHEMBL21086	14
CHEMBL347659	22
CHEMBL158596	22
CHEMBL441083	74
CHEMBL430571	65
CHEMBL52913	65
CHEMBL328452	32
CHEMBL158797	22
CHEMBL348069	22
CHEMBL346553	22
CHEMBL92825	74
CHEMBL117697	41
CHEMBL89040	32
CHEMBL86432	32
CHEMBL94275	74
CHEMBL54091	17
CHEMBL90277	32
CHEMBL89723	32
CHEMBL352010	22
CHEMBL351920	22
CHEMBL330946	70
CHEMBL333851	70
CHEMBL53665	17
CHEMBL126456	74
CHEMBL86480	32
CHEMBL314217	32
CHEMBL87746	32
CHEMBL118482	74
CHEMBL278103	14
CHEMBL119432	24
CHEMBL93181	74
CHEMBL313578	32
CHEMBL314798	72
CHEMBL316008	5
CHEMBL87783	48
CHEMBL316268	32
CHEMBL312826	32
CHEMBL278287	14
CHEMBL161226	30
CHEMBL296168	65
CHEMBL51741	64
CHEMBL313433	32
