ID	Cluster_ID
CHEMBL3754785	19
CHEMBL1907944	33
CHEMBL284326	13
CHEMBL441335	25
CHEMBL474147	27
CHEMBL245277	9
CHEMBL3655349	18
CHEMBL50519	7
CHEMBL1830277	4
CHEMBL1242384	11
CHEMBL345211	55
CHEMBL3914227	13
CHEMBL1242852	11
CHEMBL38199	0
CHEMBL2333985	47
CHEMBL3974626	25
CHEMBL3754556	19
CHEMBL4093535	3
CHEMBL1254444	40
CHEMBL2070199	7
CHEMBL451347	0
CHEMBL247468	12
CHEMBL3671510	38
CHEMBL3234751	30
CHEMBL157084	7
CHEMBL489107	13
CHEMBL4079829	31
CHEMBL3425655	52
CHEMBL3895468	13
CHEMBL340508	27
CHEMBL3746212	22
CHEMBL3237942	50
CHEMBL3671569	38
CHEMBL3734934	36
CHEMBL340862	27
CHEMBL3982289	15
CHEMBL204335	47
CHEMBL3671562	38
CHEMBL604485	33
CHEMBL338175	9
CHEMBL1242113	51
CHEMBL3676356	38
CHEMBL57690	32
CHEMBL2048794	12
CHEMBL3960911	13
CHEMBL119033	9
CHEMBL587723	46
CHEMBL233324	9
CHEMBL1645475	9
CHEMBL1242380	11
CHEMBL3699590	52
CHEMBL293913	55
CHEMBL4094174	41
CHEMBL517585	0
CHEMBL3671475	38
CHEMBL444337	10
CHEMBL3899216	47
CHEMBL52882	27
CHEMBL263528	5
CHEMBL324399	48
CHEMBL19978	50
CHEMBL338049	10
CHEMBL592481	16
CHEMBL127041	7
CHEMBL3805654	26
CHEMBL2424804	41
CHEMBL18797	1
CHEMBL1830267	4
CHEMBL1812573	41
CHEMBL3263374	35
CHEMBL1821892	35
CHEMBL247127	9
CHEMBL590875	16
CHEMBL488101	4
CHEMBL3436356	0
CHEMBL1981977	43
CHEMBL3133757	13
CHEMBL437890	21
CHEMBL453737	33
CHEMBL1830275	4
CHEMBL196925	9
CHEMBL184682	23
CHEMBL3604922	32
CHEMBL466174	0
CHEMBL2064376	15
CHEMBL334439	55
CHEMBL202360	41
CHEMBL604785	6
CHEMBL1242378	11
CHEMBL133023	41
CHEMBL590559	37
CHEMBL203599	21
CHEMBL156797	43
CHEMBL3947802	52
CHEMBL4075530	41
CHEMBL2426280	44
CHEMBL2348419	12
CHEMBL2437461	5
CHEMBL597303	43
CHEMBL47660	53
CHEMBL542733	47
CHEMBL2442332	47
CHEMBL58436	32
CHEMBL257861	12
CHEMBL378370	29
CHEMBL3740247	35
CHEMBL2334002	37
CHEMBL3219506	21
CHEMBL2087356	27
CHEMBL270501	25
CHEMBL1914654	46
CHEMBL3742349	35
CHEMBL1094808	24
CHEMBL3900264	41
CHEMBL48614	25
CHEMBL2419760	27
CHEMBL3219507	27
CHEMBL201511	45
CHEMBL3237946	50
CHEMBL57366	44
CHEMBL1242119	51
CHEMBL3297897	40
CHEMBL470012	13
CHEMBL1821877	35
CHEMBL3739586	51
CHEMBL519757	0
CHEMBL2047245	31
CHEMBL1945451	54
CHEMBL231885	9
CHEMBL2337367	31
CHEMBL2381516	52
CHEMBL90595	41
CHEMBL243629	38
CHEMBL93966	27
CHEMBL489307	27
CHEMBL77387	14
CHEMBL76985	53
CHEMBL299672	37
CHEMBL3263372	35
CHEMBL3671501	38
CHEMBL324439	27
CHEMBL251498	7
CHEMBL3219134	44
CHEMBL564829	32
CHEMBL3622638	13
CHEMBL213342	7
CHEMBL4065984	3
CHEMBL14627	7
CHEMBL2316152	47
CHEMBL3233785	21
CHEMBL8095	40
CHEMBL3828269	21
CHEMBL4080720	37
CHEMBL461796	41
CHEMBL4099682	40
CHEMBL598406	37
CHEMBL3612574	15
CHEMBL498133	9
CHEMBL93423	33
CHEMBL3612599	15
CHEMBL56393	8
CHEMBL3982014	5
CHEMBL544640	27
CHEMBL442749	47
CHEMBL201865	55
CHEMBL3092313	13
CHEMBL345077	41
CHEMBL408399	25
CHEMBL3928512	46
CHEMBL1821891	35
CHEMBL2047027	21
CHEMBL3676381	38
CHEMBL3344211	0
CHEMBL54088	41
CHEMBL2048791	12
CHEMBL3676353	38
CHEMBL3219128	44
CHEMBL116853	41
CHEMBL1812556	41
CHEMBL3931858	5
CHEMBL37373	41
CHEMBL3586189	41
CHEMBL489313	27
CHEMBL3671505	38
CHEMBL3747281	22
CHEMBL4061382	7
CHEMBL3633939	0
CHEMBL166154	7
CHEMBL597950	37
CHEMBL1081312	51
CHEMBL1173250	22
CHEMBL605413	31
CHEMBL242740	50
CHEMBL3263378	35
CHEMBL310798	14
CHEMBL92985	27
CHEMBL202721	23
CHEMBL338935	10
CHEMBL3092314	13
CHEMBL3622628	13
CHEMBL3234749	30
CHEMBL2426277	44
CHEMBL243410	38
CHEMBL154260	43
CHEMBL591440	6
CHEMBL1812555	41
CHEMBL111307	48
CHEMBL371888	37
CHEMBL453398	0
CHEMBL383444	27
CHEMBL3325471	50
CHEMBL1242379	11
CHEMBL2374457	5
CHEMBL136058	41
CHEMBL2333998	47
CHEMBL298931	7
CHEMBL75049	31
CHEMBL3814812	41
CHEMBL6976	33
CHEMBL1271950	17
CHEMBL4063427	32
CHEMBL1914673	46
CHEMBL595757	31
CHEMBL3613702	21
CHEMBL332765	9
CHEMBL1828861	54
CHEMBL448172	13
CHEMBL3416597	47
CHEMBL2152253	29
CHEMBL1242293	11
CHEMBL50	35
CHEMBL4102288	3
CHEMBL3814959	21
CHEMBL2316142	47
CHEMBL3919271	52
CHEMBL514016	27
CHEMBL126974	27
CHEMBL157021	43
CHEMBL2325104	35
CHEMBL597708	43
CHEMBL3890751	13
CHEMBL2337362	31
CHEMBL1173454	22
CHEMBL4066504	41
CHEMBL1958039	35
CHEMBL3416592	17
CHEMBL1958212	35
CHEMBL3290142	21
CHEMBL1173688	22
CHEMBL1683964	2
CHEMBL2048792	12
CHEMBL522623	41
CHEMBL335012	10
CHEMBL1928889	7
CHEMBL2335018	24
CHEMBL4103893	3
CHEMBL2437462	44
CHEMBL3678956	36
CHEMBL274732	5
CHEMBL122182	9
CHEMBL3910915	29
CHEMBL101683	30
CHEMBL540082	27
CHEMBL419047	53
CHEMBL1242289	51
CHEMBL30432	47
CHEMBL3234757	30
CHEMBL210502	41
CHEMBL541586	27
CHEMBL3805849	35
CHEMBL338155	10
CHEMBL193544	9
CHEMBL1242567	51
CHEMBL1242749	51
CHEMBL3950630	47
CHEMBL380669	21
CHEMBL31588	38
CHEMBL3676394	38
CHEMBL1241945	11
CHEMBL1958217	35
CHEMBL253969	30
CHEMBL327307	37
CHEMBL567873	9
CHEMBL1241583	11
CHEMBL424375	5
CHEMBL346553	55
CHEMBL3957801	13
CHEMBL3938358	52
CHEMBL592480	16
CHEMBL2018762	13
CHEMBL472545	12
CHEMBL3622674	13
CHEMBL2325100	35
CHEMBL403357	9
CHEMBL3828079	27
CHEMBL131577	36
CHEMBL2029441	44
CHEMBL2325092	35
CHEMBL114593	41
CHEMBL3436357	0
CHEMBL483108	24
CHEMBL3972605	13
CHEMBL3775664	7
CHEMBL4065970	3
CHEMBL1929556	24
CHEMBL201840	55
CHEMBL926	16
CHEMBL1812564	41
CHEMBL1242756	51
CHEMBL2316140	47
CHEMBL2047241	31
CHEMBL3975598	23
CHEMBL3098321	40
CHEMBL3804868	26
CHEMBL1242024	11
CHEMBL538814	19
CHEMBL3746421	22
CHEMBL1093099	31
CHEMBL490498	13
CHEMBL3416447	46
CHEMBL3221551	23
CHEMBL1928315	21
CHEMBL204268	26
CHEMBL57251	8
CHEMBL410253	25
CHEMBL3655350	18
CHEMBL2031301	41
CHEMBL153409	27
CHEMBL2029698	25
CHEMBL552634	4
CHEMBL598163	37
CHEMBL1242290	11
CHEMBL92812	27
CHEMBL590962	6
CHEMBL3671571	38
CHEMBL377277	26
CHEMBL204570	2
CHEMBL2381504	52
CHEMBL3671582	38
CHEMBL3233768	21
CHEMBL3676357	38
CHEMBL60472	55
CHEMBL62701	55
CHEMBL250315	33
CHEMBL4098409	47
CHEMBL137635	46
CHEMBL383760	29
CHEMBL2152704	51
CHEMBL93544	27
CHEMBL1242758	51
CHEMBL3133821	27
CHEMBL337027	10
CHEMBL3740003	17
CHEMBL3325475	50
CHEMBL233325	9
CHEMBL1242573	11
CHEMBL3763360	13
CHEMBL3765815	23
CHEMBL479800	0
CHEMBL3671523	38
CHEMBL3973028	13
CHEMBL1945448	54
CHEMBL3963620	37
CHEMBL3905242	23
CHEMBL3628791	21
CHEMBL1641997	41
CHEMBL1830258	4
CHEMBL3647419	48
CHEMBL2425094	37
CHEMBL3085379	33
CHEMBL76082	27
CHEMBL1914663	46
CHEMBL347659	55
CHEMBL1910273	31
CHEMBL1202473	33
CHEMBL3759085	46
CHEMBL4090323	32
CHEMBL256362	9
CHEMBL3775112	7
CHEMBL609321	27
CHEMBL3805280	26
CHEMBL2347973	17
CHEMBL1204199	27
CHEMBL293064	37
CHEMBL2442319	47
CHEMBL3622625	13
CHEMBL3297899	40
CHEMBL1683973	2
CHEMBL337026	10
CHEMBL1928950	0
CHEMBL358746	8
CHEMBL247100	12
CHEMBL194337	9
CHEMBL2031307	48
CHEMBL3932176	13
CHEMBL606413	7
CHEMBL131193	10
CHEMBL66570	12
CHEMBL592713	27
CHEMBL3676391	38
CHEMBL1683957	2
CHEMBL154080	43
CHEMBL3671567	38
CHEMBL3759478	17
CHEMBL1241579	11
CHEMBL155607	43
CHEMBL489897	13
CHEMBL1945645	54
CHEMBL3633933	0
CHEMBL3393072	25
CHEMBL207235	29
CHEMBL272258	25
CHEMBL1944928	1
CHEMBL69966	12
CHEMBL165731	7
CHEMBL592216	37
CHEMBL154822	43
CHEMBL257411	9
CHEMBL542755	27
CHEMBL78206	4
CHEMBL85021	43
CHEMBL3902295	15
CHEMBL332906	9
CHEMBL3263961	33
CHEMBL214798	33
CHEMBL1812569	41
CHEMBL248045	47
CHEMBL3759780	46
CHEMBL460894	41
CHEMBL3633930	41
CHEMBL243837	38
CHEMBL270695	25
CHEMBL3805775	26
CHEMBL76432	27
CHEMBL1744086	13
CHEMBL1812560	41
CHEMBL3671559	38
CHEMBL383121	47
CHEMBL122522	53
CHEMBL1914665	17
CHEMBL1173191	22
CHEMBL513362	27
CHEMBL3828021	27
CHEMBL3939985	0
CHEMBL590526	6
CHEMBL1958028	35
CHEMBL1641995	41
CHEMBL570709	41
CHEMBL3353401	44
CHEMBL3671544	38
CHEMBL1928312	37
CHEMBL1241776	11
CHEMBL3671538	38
CHEMBL4092632	3
CHEMBL417478	13
CHEMBL1688539	21
CHEMBL1828867	54
CHEMBL3805782	26
CHEMBL3403509	40
CHEMBL3800597	52
CHEMBL4094823	41
CHEMBL209818	41
CHEMBL3828092	21
CHEMBL3740713	35
CHEMBL2425735	41
CHEMBL3237945	50
CHEMBL507329	0
CHEMBL126903	27
CHEMBL36967	27
CHEMBL50470	1
CHEMBL590876	16
CHEMBL1929308	16
CHEMBL1200679	20
CHEMBL202424	21
CHEMBL32844	38
CHEMBL2437467	44
CHEMBL256529	2
CHEMBL3740102	52
CHEMBL1812561	41
CHEMBL497459	9
CHEMBL65063	51
CHEMBL475594	0
CHEMBL4060383	31
CHEMBL1241270	51
CHEMBL593860	33
CHEMBL2047248	27
CHEMBL603186	6
CHEMBL281990	33
CHEMBL113535	48
CHEMBL251291	7
CHEMBL365805	27
CHEMBL1821879	35
CHEMBL1822066	35
CHEMBL213560	16
CHEMBL592240	16
CHEMBL3353400	44
CHEMBL1928946	2
CHEMBL3954571	44
CHEMBL49120	1
CHEMBL382822	29
CHEMBL3758768	47
CHEMBL516487	2
CHEMBL293991	9
CHEMBL3040910	27
CHEMBL2385974	30
CHEMBL3647423	13
CHEMBL53665	21
CHEMBL489306	13
CHEMBL2316158	47
CHEMBL3798128	52
CHEMBL1242754	11
CHEMBL125568	9
CHEMBL99024	48
CHEMBL441083	27
CHEMBL93537	41
CHEMBL544538	4
CHEMBL1945450	54
CHEMBL39715	27
CHEMBL308498	7
CHEMBL3237941	50
